lead_id,email,first_name,last_name,created_at,input_channel,source_category,channel_derived,course_type_derived
8caf2629-c573-44cc-9df4-d700b3d26fd5,selwyn3e@a8.net,Sonia,Elwyn,2025-05-27,web_organic,organic,web,unknown
3fc72441-5705-4f27-8ed5-8800b57058d0,eflintiff3f@ocn.ne.jp,Estella,Flintiff,2025-01-19,web_organic,organic,web,unknown
786f7c26-f18e-407e-a7a0-91cfd91469b6,mgoshawk3g@techcrunch.com,Melessa,Goshawk,2024-12-08,campaign_006,paid_campaign,googleads,opos
9845dac7-7e53-473d-be3e-b6ca0ec6f3e7,agrebert3h@tumblr.com,Aeriel,Grebert,2025-01-15,campaign_007,paid_campaign,tiktok,fp
1e369c26-9f20-4f40-a9c6-c37dc2a64746,dtomaszewicz3i@de.vu,Dolli,Tomaszewicz,2025-03-27,campaign_007,paid_campaign,tiktok,fp
b2193508-a765-4846-95b3-ddf381c3aebe,pquinn3j@sogou.com,Pippo,Quinn,2025-01-09,campaign_007,paid_campaign,tiktok,fp
6ef5439f-8e8e-41e3-822f-47b151332e23,agirodon3k@who.int,Arnoldo,Girodon,2024-11-10,campaign_006,paid_campaign,googleads,opos
811fe50a-8583-44ca-8910-16e1e0d4cb0c,cdunstone3l@seattletimes.com,Case,Dunstone,2024-06-07,campaign_003,paid_campaign,googleads,selectividad
34339c52-d4b3-4110-b88a-5d9f6f226796,lramble3m@github.io,Lemmy,Ramble,2024-12-13,campaign_003,paid_campaign,googleads,selectividad
07af12ac-a4ce-433b-818c-4970fcb6a177,jmaunton3n@prnewswire.com,Jamie,Maunton,2025-03-29,ref_partner,partner,referral,unknown
9c72c5a8-a3d5-4bba-93b5-198255fc9f47,kgrissett3o@redcross.org,Karena,Grissett,2024-07-05,campaign_001,paid_campaign,tiktok,selectividad
8faa0bc3-9a11-453d-9cf6-6bca27e4ac74,nhain3p@tinyurl.com,Nealon,Hain,2024-09-05,web_organic,organic,web,unknown
bb46559b-ac1b-4dee-a40b-b7d720639800,khallagan3q@meetup.com,Kristina,Hallagan,2024-09-19,campaign_004,paid_campaign,tiktok,opos
acce08c5-d2cb-4ebe-a59f-20ecfa23501b,dmccord3r@wunderground.com,Deedee,McCord,2024-08-23,campaign_007,paid_campaign,tiktok,fp
c311dac2-4bc4-4a8d-a1de-bc7cdfce3cd9,rmcgorley3s@dropbox.com,Rosette,Mc Gorley,2024-12-31,campaign_008,paid_campaign,meta,fp
4043d4c3-14f9-41b4-8ec9-44315da0b142,dcolgan3t@mayoclinic.com,Dolf,Colgan,2025-04-14,ref_partner,partner,referral,unknown
dce58f10-7631-4d52-a69e-73ddf17ea049,bjumont3u@list-manage.com,Bronnie,Jumont,2025-01-21,campaign_006,paid_campaign,googleads,opos
b380fbf6-4fef-4d24-ac40-a4aa4e1f9e76,sguyers3v@youku.com,Stormi,Guyers,2024-08-13,campaign_007,paid_campaign,tiktok,fp
227f48e4-a1b9-42b2-8ec0-10c02a4ff1a7,ryearn3w@qq.com,Ranique,Yearn,2024-06-27,campaign_002,paid_campaign,meta,selectividad
d3d1fc02-00d2-4e39-a61d-bbb81f62376f,mayliff3x@desdev.cn,Minnnie,Ayliff,2025-02-03,campaign_003,paid_campaign,googleads,selectividad
18f3219d-967e-4c77-bc9a-c66d92c04aa1,mscolli3y@earthlink.net,Moritz,Scolli,2025-04-07,campaign_008,paid_campaign,meta,fp
3e2ef6d2-4cca-43d0-bb72-f169cd9c8688,mwissbey3z@goodreads.com,Marnie,Wissbey,2024-12-30,campaign_004,paid_campaign,tiktok,opos
ab398c1d-f590-45ea-9319-8d89c2d627b6,dbutts40@economist.com,Dorthea,Butts,2025-02-27,campaign_001,paid_campaign,tiktok,selectividad
f5029295-9bd4-4a85-a22f-536cff7200eb,kfrickey41@quantcast.com,Kyle,Frickey,2024-12-10,campaign_008,paid_campaign,meta,fp
15e47037-b507-4e66-bea9-82929c62a7d8,idoddridge42@squarespace.com,Iormina,Doddridge,2025-05-02,web_organic,organic,web,unknown
fc2705a4-2864-407f-a15f-f79f453f62eb,jfullun43@thetimes.co.uk,Jaye,Fullun,2024-12-16,ref_partner,partner,referral,unknown
d1a1f248-c4cd-4f33-b937-889adc2ae8ba,ebolderstone44@cpanel.net,Edyth,Bolderstone,2024-08-20,campaign_001,paid_campaign,tiktok,selectividad
977884db-184c-4541-92a0-d0f030c0df39,gdrewet45@twitter.com,Grantley,Drewet,2025-02-24,web_organic,organic,web,unknown
91402be3-fc6f-46c8-a96c-64a8c0b723ec,casch46@microsoft.com,Colly,Asch,2024-09-29,campaign_005,paid_campaign,meta,opos
cdf732a9-b0a9-471c-aa41-2589df58323b,bgreenshiels47@boston.com,Branden,Greenshiels,2024-11-04,campaign_005,paid_campaign,meta,opos
b07442e0-be2e-4972-90ee-a0d8a680bb28,gdavidi48@wikipedia.org,Gawain,Davidi,2024-06-03,campaign_005,paid_campaign,meta,opos
6efc3f4e-449a-4eb8-8a26-f930a21b2d49,cphilipsohn49@biglobe.ne.jp,Corabella,Philipsohn,2024-07-28,campaign_005,paid_campaign,meta,opos
70b39508-5bed-45c4-9613-c4c4d8ef8a66,rneilly4a@weibo.com,Rafa,Neilly,2024-08-22,web_organic,organic,web,unknown
6fa39fc2-5c8d-4237-bd9b-276de7468d59,istoll4b@time.com,Iggie,Stoll,2025-03-24,campaign_005,paid_campaign,meta,opos
c63185e9-559b-453a-a965-787c8335c2e8,kellam4c@ucoz.ru,Kelley,Ellam,2024-08-15,campaign_007,paid_campaign,tiktok,fp
90187847-a06c-4eb3-b36a-87369165d447,kwafer4d@xinhuanet.com,Koressa,Wafer,2024-06-03,ref_partner,partner,referral,unknown
210fd4eb-65c2-4e0a-b85d-e4b6df61fddc,mmasdin4e@meetup.com,Marchelle,Masdin,2024-07-23,campaign_003,paid_campaign,googleads,selectividad
ad8b9d32-6677-420c-9c88-1be3dca5c7b5,dfilippello4f@unesco.org,Durante,Filippello,2025-04-30,campaign_001,paid_campaign,tiktok,selectividad
76acc8c7-a424-487c-b71b-59605e2d46f6,adurant4g@blogger.com,Ansley,Durant,2024-07-15,web_organic,organic,web,unknown
ad3b934f-be34-4a09-af23-a2aa82dce7dc,tforton4h@gravatar.com,Tessa,Forton,2024-12-30,,unknown,unknown,unknown
6d7479eb-9609-452e-86e3-e2b633062e02,acagan4i@huffingtonpost.com,Alexis,Cagan,2025-04-13,campaign_001,paid_campaign,tiktok,selectividad
3fd1fab8-d688-475f-8a80-0f6e9b1eaffe,rmasey4j@geocities.jp,Randie,Masey,2025-01-10,web_organic,organic,web,unknown
525ed4e6-b532-4a92-b91b-b2fe68ce5566,rbonehill4k@arizona.edu,Rowe,Bonehill,2024-12-30,campaign_001,paid_campaign,tiktok,selectividad
fec469ba-96f6-43cb-8203-04fbcab36e40,dissard4l@diigo.com,Delcina,Issard,2025-01-06,campaign_002,paid_campaign,meta,selectividad
85b70ddc-c20f-453f-9127-619f5e6539a3,vhanby4m@woothemes.com,Valaria,,2025-03-26,campaign_001,paid_campaign,tiktok,selectividad
db378056-f9f5-4611-806f-55527a461bcb,tcozins4n@liveinternet.ru,Tammara,Cozins,2024-09-22,campaign_005,paid_campaign,meta,opos
6499e159-9a33-470d-9362-f6b842e4c10e,gklimek4o@hubpages.com,Gray,Klimek,2025-03-26,,unknown,unknown,unknown
bc85cb9f-160d-472a-89d5-71613c4d08b0,ncurror4p@ycombinator.com,Nial,Curror,2025-01-02,ref_partner,partner,referral,unknown
921fe783-4f92-4769-95b8-23a911be0a4a,ryashanov4q@networksolutions.com,Ronna,Yashanov,2025-01-14,campaign_005,paid_campaign,meta,opos
90f77109-d2bb-4642-a378-2c739173b90d,vpengilly4r@alibaba.com,Vidovik,Pengilly,2024-11-30,campaign_007,paid_campaign,tiktok,fp
e93bcf52-12d6-47dd-83d1-41b3752c037f,ajorissen4s@forbes.com,Ashlee,Jorissen,2024-07-29,web_organic,organic,web,unknown
12ce89d7-79df-4ffb-b306-627282172797,amcenteggart4t@reverbnation.com,Aili,,2024-07-24,campaign_005,paid_campaign,meta,opos
4712f7bc-6d67-41e0-8d90-5db7e2031081,mboyen4u@ted.com,Morton,Boyen,2025-01-10,campaign_007,paid_campaign,tiktok,fp
6d7dbb75-cfc3-49ff-8172-82c0370ab808,bobreen4v@live.com,Brier,O'Breen,2024-10-04,web_organic,organic,web,unknown
57faf328-d28b-4166-a4e6-7a8b3d486b7e,kaaron4w@sciencedirect.com,Karla,Aaron,2025-02-20,web_organic,organic,web,unknown
07039955-5593-4ccd-b200-d5e21811afe2,bbottleson4x@fastcompany.com,Broddie,Bottleson,2025-04-30,campaign_008,paid_campaign,meta,fp
297ffa8a-cb72-4329-a4b1-0847fe6d56c4,pcaverhill4y@wufoo.com,Pru,Caverhill,2024-07-16,campaign_004,paid_campaign,tiktok,opos
